500,-500,3000
-500,-500,3000
0,0,2000
0,1000,4000
-1000,1000,4000
0,0,4000
-1000,0,4000
-500,500,3000
-1000,1000,4000
-2000,1000,4000
-1000,0,4000
-2000,0,4000
-1500,500,3000
0,0,4000
-1000,0,4000
0,-1000,4000
-1000,-1000,4000
-500,-500,3000
-1000,0,4000
-2000,0,4000
-1000,-1000,4000
-2000,-1000,4000
-1500,-500,3000
-500,500,3000
-1500,500,3000
-500,-500,3000
-1500,-500,3000
-1000,0,2000
500,1500,3000
-500,1500,3000
500,500,3000
-500,500,3000
0,1000,2000
-500,1500,3000
-1500,1500,3000
-500,500,3000
-1500,500,3000
-1000,1000,2000
500,500,3000
-500,500,3000
500,-500,3000
-500,-500,3000
0,0,2000
-500,500,3000
-1500,500,3000
-500,-500,3000
-1500,-500,3000
-1000,0,2000
0,1000,2000
-1000,1000,2000
0,0,2000
-1000,0,2000
-500,500,1000
2000,1000,4000
1000,1000,4000
2000,0,4000
1000,0,4000
1500,500,3000
1000,1000,4000
0,1000,4000
1000,0,4000
0,0,4000
500,500,3000
2000,0,4000
1000,0,4000
2000,-1000,4000
1000,-1000,4000
1500,-500,3000
1000,0,4000
0,0,4000
1000,-1000,4000
0,-1000,4000
500,-500,3000
1500,500,3000
500,500,3000
1500,-500,3000
500,-500,3000
1000,0,2000
1000,1000,4000
0,1000,4000
1000,0,4000
0,0,4000
500,500,3000
0,1000,4000
-1000,1000,4000
0,0,4000
-1000,0,4000
-500,500,3000
1000,0,4000
0,0,4000
1000,-1000,4000
0,-1000,4000
500,-500,3000
0,0,4000
-1000,0,4000
0,-1000,4000
-1000,-1000,4000
-500,-500,3000
500,500,3000
-500,500,3000
500,-500,3000
-500,-500,3000
0,0,2000
2000,0,4000
1000,0,4000
2000,-1000,4000
1000,-1000,4000
1500,-500,3000
1000,0,4000
0,0,4000
1000,-1000,4000
0,-1000,4000
500,-500,3000
2000,-1000,4000
1000,-1000,4000
2000,-2000,4000
1000,-2000,4000
1500,-1500,3000
1000,-1000,4000
0,-1000,4000
1000,-2000,4000
0,-2000,4000
500,-1500,3000
1500,-500,3000
500,-500,3000
1500,-1500,3000
500,-1500,3000
1000,-1000,2000
1000,0,4000
0,0,4000
1000,-1000,4000
0,-1000,4000
500,-500,3000
0,0,4000
-1000,0,4000
0,-1000,4000
-1000,-1000,4000
-500,-500,3000
1000,-1000,4000
0,-1000,4000
1000,-2000,4000
0,-2000,4000
500,-1500,3000
0,-1000,4000
-1000,-1000,4000
0,-2000,4000
-1000,-2000,4000
-500,-1500,3000
500,-500,3000
-500,-500,3000
500,-1500,3000
-500,-1500,3000
0,-1000,2000
1500,500,3000
500,500,3000
1500,-500,3000
500,-500,3000
1000,0,2000
500,500,3000
-500,500,3000
500,-500,3000
-500,-500,3000
0,0,2000
1500,-500,3000
500,-500,3000
1500,-1500,3000
500,-1500,3000
1000,-1000,2000
500,-500,3000
-500,-500,3000
500,-1500,3000
-500,-1500,3000
0,-1000,2000
1000,0,2000
0,0,2000
1000,-1000,2000
0,-1000,2000
500,-500,1000
1000,1000,4000
0,1000,4000
1000,0,4000
0,0,4000
500,500,3000
0,1000,4000
-1000,1000,4000
0,0,4000
-1000,0,4000
-500,500,3000
1000,0,4000
0,0,4000
1000,-1000,4000
0,-1000,4000
500,-500,3000
0,0,4000
-1000,0,4000
0,-1000,4000
-1000,-1000,4000
-500,-500,3000
500,500,3000
-500,500,3000
500,-500,3000
-500,-500,3000
0,0,2000
0,1000,4000
-1000,1000,4000
0,0,4000
-1000,0,4000
-500,500,3000
-1000,1000,4000
-2000,1000,4000
-1000,0,4000
-2000,0,4000
-1500,500,3000
0,0,4000
-1000,0,4000
0,-1000,4000
-1000,-1000,4000
-500,-500,3000
-1000,0,4000
-2000,0,4000
-1000,-1000,4000
-2000,-1000,4000
-1500,-500,3000
-500,500,3000
-1500,500,3000
-500,-500,3000
-1500,-500,3000
-1000,0,2000
1000,0,4000
0,0,4000
1000,-1000,4000
0,-1000,4000
500,-500,3000
0,0,4000
-1000,0,4000
0,-1000,4000
-1000,-1000,4000
-500,-500,3000
1000,-1000,4000
0,-1000,4000
1000,-2000,4000
0,-2000,4000
500,-1500,3000
0,-1000,4000
-1000,-1000,4000
0,-2000,4000
-1000,-2000,4000
-500,-1500,3000
500,-500,3000
-500,-500,3000
500,-1500,3000
-500,-1500,3000
0,-1000,2000
0,0,4000
-1000,0,4000
0,-1000,4000
-1000,-1000,4000
-500,-500,3000
-1000,0,4000
-2000,0,4000
-1000,-1000,4000
-2000,-1000,4000
-1500,-500,3000
0,-1000,4000
-1000,-1000,4000
0,-2000,4000
-1000,-2000,4000
-500,-1500,3000
-1000,-1000,4000
-2000,-1000,4000
-1000,-2000,4000
-2000,-2000,4000
-1500,-1500,3000
-500,-500,3000
-1500,-500,3000
-500,-1500,3000
-1500,-1500,3000
-1000,-1000,2000
500,500,3000
-500,500,3000
500,-500,3000
-500,-500,3000
0,0,2000
-500,500,3000
-1500,500,3000
-500,-500,3000
-1500,-500,3000
-1000,0,2000
500,-500,3000
-500,-500,3000
500,-1500,3000
-500,-1500,3000
0,-1000,2000
-500,-500,3000
-1500,-500,3000
-500,-1500,3000
-1500,-1500,3000
-1000,-1000,2000
0,0,2000
-1000,0,2000
0,-1000,2000
-1000,-1000,2000
-500,-500,1000
1500,1500,3000
500,1500,3000
1500,500,3000
500,500,3000
1000,1000,2000
500,1500,3000
-500,1500,3000
500,500,3000
-500,500,3000
0,1000,2000
1500,500,3000
500,500,3000
1500,-500,3000
500,-500,3000
1000,0,2000
500,500,3000
-500,500,3000
500,-500,3000
-500,-500,3000
0,0,2000
1000,1000,2000
0,1000,2000
1000,0,2000
0,0,2000
500,500,1000
500,1500,3000
-500,1500,3000
500,500,3000
-500,500,3000
0,1000,2000
-500,1500,3000
-1500,1500,3000
-500,500,3000
-1500,500,3000
-1000,1000,2000
500,500,3000
-500,500,3000
500,-500,3000
-500,-500,3000
0,0,2000
-500,500,3000
-1500,500,3000
-500,-500,3000
-1500,-500,3000
-1000,0,2000
0,1000,2000
-1000,1000,2000
0,0,2000
-1000,0,2000
-500,500,1000
1500,500,3000
500,500,3000
1500,-500,3000
500,-500,3000
1000,0,2000
500,500,3000
-500,500,3000
500,-500,3000
-500,-500,3000
0,0,2000
1500,-500,3000
500,-500,3000
1500,-1500,3000
500,-1500,3000
1000,-1000,2000
500,-500,3000
-500,-500,3000
500,-1500,3000
-500,-1500,3000
0,-1000,2000
1000,0,2000
0,0,2000
1000,-1000,2000
0,-1000,2000
500,-500,1000
500,500,3000
-500,500,3000
500,-500,3000
-500,-500,3000
0,0,2000
-500,500,3000
-1500,500,3000
-500,-500,3000
-1500,-500,3000
-1000,0,2000
500,-500,3000
-500,-500,3000
500,-1500,3000
-500,-1500,3000
0,-1000,2000
-500,-500,3000
-1500,-500,3000
-500,-1500,3000
-1500,-1500,3000
-1000,-1000,2000
0,0,2000
-1000,0,2000
0,-1000,2000
-1000,-1000,2000
-500,-500,1000
1000,1000,2000
0,1000,2000
1000,0,2000
0,0,2000
500,500,1000
0,1000,2000
-1000,1000,2000
0,0,2000
-1000,0,2000
-500,500,1000
1000,0,2000
0,0,2000
1000,-1000,2000
0,-1000,2000
500,-500,1000
0,0,2000
-1000,0,2000
0,-1000,2000
-1000,-1000,2000
-500,-500,1000
500,500,1000
-500,500,1000
500,-500,1000
-500,-500,1000
0,0,0
